datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
5/28/2012 23:11,crow agency,mt,us,unknown,1800,30 minutes,9 orange-red lights over Crow Agency&#44 MT,5/29/2012,45.6016667,-107.4605556
5/29/2012 23:00,bozeman,mt,us,sphere,360,5 -6 minutes,Observer is familiar with night skies due to interest in astronomy and nightly airline traffic&#44  and experienced with scientific observ,6/5/2012,45.6797222,-111.0377778
5/29/2012 23:30,hamilton,mt,us,light,15,15 seconds,Large intense white bright light in the late evening of May 29&#44 2012&#44 near Hamilton&#44 MT,6/5/2012,46.2469444,-114.1594444
5/6/2007 09:45,missoula,mt,us,cone,300,5 minutes,Strange object enters atmosphere above Montana causing earthquake when it struck the earth...,6/12/2007,46.8722222,-113.9930556
5/8/1972 16:00,livingston,mt,us,fireball,4,3-4 seconds,1972 fireball,8/5/2001,45.6625000,-110.5602778
6/10/1970 13:00,kalispell,mt,us,cigar,1,1 sec,Cigar shaped&#44 silver object seen briefly over Kalispell&#44 Montana,12/12/2011,48.1958333,-114.3119444
6/11/2012 02:00,kalispell,mt,us,light,120,two minutes,Bright light speeds out of atmosphere,6/14/2012,48.1958333,-114.3119444
6/11/2012 23:00,hot springs,mt,us,,3,2 to 3 seconds,Orange fireball falling from sky in the north.,6/20/2012,47.6091667,-114.6677778
6/1/1966 23:00,billings,mt,us,light,240,3 to 4 min,Bright white object over Billings&#44 MT,5/13/2012,45.7833333,-108.5000000
6/1/1968 18:00,billings,mt,us,circle,120,1-2 minutes,Round object with colored lights disappears instantly,6/12/2007,45.7833333,-108.5000000
6/1/1969 13:00,highwood,mt,us,disk,900,15 minutes,Black disc floating towards Great Falls.,2/3/2012,47.5836111,-110.7894444
6/1/1969 17:00,highwood,mt,us,disk,1800,30 min,Black disc floating towards Great Falls with bright spotlight.,2/3/2012,47.5836111,-110.7894444
6/1/1982 21:00,great falls,mt,us,circle,259200,3 days,Another troubling episode that has been even harder to explain when considering aspects of the Kicksburg&#44 Pennslyvania UFO Sighting.,8/12/2008,47.5002778,-111.3000000
6/1/1993 22:00,billings,mt,us,light,20,20 seconds,3 individual lights flying at night straight up in the sky.,4/27/2007,45.7833333,-108.5000000
6/12/1960 14:30,great falls,mt,us,formation,1200,20 minutes,SAC at Malstrom AF Base not Concerned&#33,4/27/2004,47.5002778,-111.3000000
6/12/2013 22:45,kalispell,mt,us,egg,1200,20 minutes,Bright Orb/Sphere in western sky with Red/Blue/Green rotating lights.,7/3/2013,48.1958333,-114.3119444
6/12/2013 23:35,kalispell,mt,us,light,900,15 minutes,Orange circle (Like a super large sun at night) twice the size of a full moon.,7/3/2013,48.1958333,-114.3119444
6/13/2005 13:55,elk park,mt,us,triangle,60,< 1 minute,Silver triangle shaped crafts hovering in a formation,6/20/2005,46.1650000,-112.3713889
6/14/2009 22:10,livingston,mt,us,light,1,1 sec.,pinkish light launches straight up into low hanging clouds,8/5/2009,45.6625000,-110.5602778
6/15/1959 01:00,missoula (event at superior),mt,us,unknown,20,20 consec nights,Twenty nights of stalking&#44 apparent abduction attempts by Grey &quot;alien&quot; creatures&#44 1959.,6/6/2000,46.8722222,-113.9930556
6/15/1964 11:00,great falls,mt,us,sphere,1800,30 min.,As I watched&#44 they formed a circle at 1000 plus feet which must have been close to 1/4 mile accross.,5/27/2003,47.5002778,-111.3000000
6/15/1994 23:00,darby,mt,us,unknown,300,5 minutes,Stars moving in a straight line.,2/18/2001,46.0227778,-114.1772222
6/15/2011 19:00,great falls,mt,us,chevron,10,about 10 sec,Boomerang shaped object seen in daylight at Great Falls&#44 Montana.,6/20/2011,47.5002778,-111.3000000
6/15/2013 02:15,billings,mt,us,changing,240,3-4 minutes,Shape changing craft above my house for 3 to 4 minutes&#33&#33,7/3/2013,45.7833333,-108.5000000
6/16/2007 01:00,missoula,mt,us,light,10,10 sec,Bright white light moving steadily east and up&#44 disappearing into space&#44 over Missoula&#44 MT.,8/7/2007,46.8722222,-113.9930556
6/17/2007 08:00,stevensville,mt,us,triangle,960,16 minets,6/17/07 WAS OUT SIDE SEING MY GIRL OFF TO WORK AS SHE LEFT  I LOOKET UP IN THE SKY ((NUFORC Note:  Perhaps not a serious report??  PD)),8/7/2007,46.5100000,-114.0922222
6/18/2009 21:42,troy,mt,us,diamond,120,2 minutes,Diamond shaped object with NO sound moving from south to north,8/5/2009,48.4633333,-115.8886111
6/19/2007 20:10,missoula,mt,us,unknown,5,approximately five second,Object falling from the sky east of Missoula,8/7/2007,46.8722222,-113.9930556
6/20/1999 23:00,three forks (north of),mt,us,fireball,3,2-3 seconds,Just heard Peter on Art&#39s show talk about the arc welder in the sky&#44 and it crossed from north east to the south west over south centra,7/5/1999,45.8925000,-111.5513889
6/21/2001 00:00,lewistown,mt,us,circle,2700,45 min,Bright light from sattelite sized object pans area in which we were camping,8/5/2001,47.0625000,-109.4275000
6/21/2001 02:52,harlowton,mt,us,circle,20,20 seconds,white orb that lasts for 20 seconds and then disappears.,6/27/2011,46.4355556,-109.8336111
6/2/2012 21:45,billings,mt,us,fireball,300,5 minutes,Ten or more orange fireballs moving southerly along the east edge of Billings&#44 MT.,7/4/2012,45.7833333,-108.5000000
6/2/2012 21:55,big sky,mt,us,triangle,300,5 minutes,First 3 and after one more orange lights appeared and 5 min. after disappeard.,6/5/2012,45.2847222,-111.3675000
6/2/2012 22:50,bozeman,mt,us,formation,300,5 minutes,Reddish formation of dots in &quot;Y&quot; shape,7/4/2012,45.6797222,-111.0377778
6/2/2012 23:17,bozeman,mt,us,formation,600,10 minutes,Four orange lights brighter than stars moving erratically and forming a Y,6/20/2012,45.6797222,-111.0377778
6/22/1998 01:30,belgrade (outside&#44 dry creekroad),mt,us,unknown,3600,1 hour,6.22.98-1:30 am : red flashing lights (flashing in two different sequences)hovering over a rural area.one of the lights was near belgra,11/21/1998,45.7761111,-111.1761111
6/22/2002 16:00,butte,mt,us,,180,3 min.,Formation of 6-7 objects sighted over Butte&#44 MT.,7/1/2002,46.0038889,-112.5338889
6/22/2002 16:00,butte,mt,us,formation,180,3 mins,FORMATION ABOVE BUTTE..,7/1/2002,46.0038889,-112.5338889
6/22/2002 16:00,butte,mt,us,formation,240,3-4 mins,silent formation above butte MT.,7/26/2002,46.0038889,-112.5338889
6/23/2012 22:30,miles city,mt,us,fireball,120,2 minutes +,UFO/Fireball Seen in Miles City&#44 Montana,8/5/2012,46.4083333,-105.8400000
6/24/2008 00:00,whitefish,mt,us,light,15,15 seconds,A small traveling light in the sky increased in brightness and then faded away.,7/5/2008,48.4111111,-114.3366667
6/24/2013 23:58,custer,mt,us,light,30,30 seconds or less,Yellow fast moving object&#44 west of Custer&#44 MT / Did it land?,8/30/2013,46.1291667,-107.5544444
6/25/2009 02:00,missoula,mt,us,light,14400,4 hours,Bright orbs hover for hours.,8/5/2009,46.8722222,-113.9930556
6/25/2009 10:00,missoula,mt,us,light,14400,4 hours,Bright white orb hovers for over 4 hours.  ((NUFORC Note:  Probable star.  PD)),8/5/2009,46.8722222,-113.9930556
6/26/2000 00:15,bozeman,mt,us,light,15,15 seconds,2 men see strange light  &quot;driving&quot; around in the sky north  of bozeman.,7/29/2000,45.6797222,-111.0377778
6/26/2005 00:00,whitefish,mt,us,circle,60,1 minute,Bright flying object with red and white flashing lights&#44 soundless&#44 moving erradically.,7/5/2005,48.4111111,-114.3366667
6/27/2001 02:15,missoula,mt,us,changing,5,4-5sec,fastest craft must be huge,8/5/2001,46.8722222,-113.9930556
6/28/1998 22:00,craig (5 miles east of),mt,us,oval,10,10 seconds,On the above date and time&#44 myself and two others were camping on my property 5 miles east of Craig&#44 Mt. in the Big Belt Mts. The sky w,8/5/2001,47.0744444,-111.9625000
6/29/2013 00:15,polson,mt,us,fireball,8,8 seconds,DULL RED/ORANGE OBJECT&#44 LOOKED LIKE IT WAS ON A LOW ORBIT&#44 THIS LASTED ABOUT 8 SECONDS.,7/3/2013,47.6936111,-114.1622222
6/30/1991 14:30,whitefish,mt,us,disk,900,15minutes,Flying Saucer from north (Canada) descends on Whitefish&#44 Montana&#44 hovers silently&#44 gone like a bullet.,1/10/2009,48.4111111,-114.3366667
6/30/1997 01:00,bigfork,mt,us,triangle,20,20 seconds,I woke up balf a sleep shook x-husband said do you see the light? he raised up half way said &#39ya&#39 and he fell back to sleep i looked at,3/11/2006,48.0633333,-114.0716667
6/30/2008 18:00,wolf point,mt,us,sphere,120,a few minutes,Multiple witnesses observe small light near ground get large and fly off into the sky.,7/5/2008,48.0905556,-105.6400000
6/30/2009 02:30,missoula,mt,us,sphere,5,hours,Third sighting in 2 weeks&#44 bright glowing solid white/yellow orb over Montana;  definitely not a star or planet; moving slowly,8/5/2009,46.8722222,-113.9930556
6/30/2013 23:00,bozeman,mt,us,unknown,180,3 minutes,White flash&#44 traveling light&#44 bright white light.,7/3/2013,45.6797222,-111.0377778
6/4/2013 23:00,bozeman,mt,us,disk,120,2 minutes,An Extremely Bright And Quiet Ball Of Fast Moving Light,7/3/2013,45.6797222,-111.0377778
6/5/2002 22:10,browning,mt,us,fireball,4,4seconds,just got done watching the nba finals game one&#44 i was walking out the door to my friends house when i looked to the east and half way u,6/12/2002,48.5569444,-113.0125000
6/6/2006 23:25,billings,mt,us,light,2100,35 minutes,5 lights in the sky&#44 one dripping blue sparks&#44 incredible flash,4/4/2014,45.7833333,-108.5000000
7/10/2011 02:05,missoula,mt,us,light,5400,1- 1.5 hr,Flashing green&#44 red&#44 blue&#44 and white lights hovering above and scanning valleys north of Missoula. ((NUFORC Note:  Star??  PD)),7/17/2011,46.8722222,-113.9930556
7/10/2011 23:15,wolf point,mt,us,light,240,3-4 minutes,Orange-reddish lighs-bright lights pulsating coming from west then disappearing,7/17/2011,48.0905556,-105.6400000
7/11/2001 00:33,helena,mt,us,light,300,5 mins?,Two lights as bright as meteors moving north &amp; east respectively almost collide&#44 swerve and change direction dramatically.,8/5/2001,46.5927778,-112.0352778
7/11/2007 23:30,lincoln,mt,us,unknown,1500,25 minutes,Unknown lights and unexplained observation on Lewis and Clark Pass&#44 MT 11 July 2007,8/7/2007,46.9550000,-112.6808333
7/11/2008 21:00,livingston,mt,us,circle,180,2-3 minutes,Several black circles&#44 altogether.  It hovered over the mountain peak&#44&#44as we all sat on our front porches&#44 and seen clearly.  It  was H,8/12/2008,45.6625000,-110.5602778
7/1/2009 00:01,whitefish (just outside of),mt,us,unknown,30,30 seconds,Very Bright Object in the sky near Whitefish&#44 Montana.  ((NUFORC Note:  Possible Iridium flare?  PD)),8/5/2009,48.4111111,-114.3366667
7/1/2010 22:30,missoula,mt,us,fireball,180,3 minutes,Glowing orange fireball over Missoula&#44 10:30 p.m.&#44 July 1.,7/6/2010,46.8722222,-113.9930556
7/12/2013 22:00,billings,mt,us,flash,10800,3 hours,Flashing white lights with orange glow &amp; loud sounds during event,7/22/2013,45.7833333,-108.5000000
7/13/1999 22:50,missoula,mt,us,cigar,180,3 minutes,Coming home late from a soccer match&#44 I saw the objects moving from behind a local mountain towards the south end of town. They moved s,8/10/1999,46.8722222,-113.9930556
7/13/2001 23:00,malta,mt,us,light,1200,15-20 min.,Strange triangular light sighting over Northern Montana,9/24/2003,48.3597222,-107.8736111
7/13/2011 03:00,bozeman,mt,us,unknown,7200,2 hours,That star is acting like a foosball&#33  ((NUFORC Note:  Possible sighting of a bright star or planet??  PD)),7/17/2011,45.6797222,-111.0377778
7/13/2013 21:00,bozeman,mt,us,light,1260,21:00,The sun was just going down and we saw a very bright light in the sky to the west. I asked my girlfriend if she saw it&#44 she did  but sa,7/14/2013,45.6797222,-111.0377778
7/13/2013 23:00,missoula,mt,us,triangle,1800,30 minutes,Rounded triangle craft slowly hovers 200 ft above home,8/30/2013,46.8722222,-113.9930556
7/14/1964 13:00,hamilton,mt,us,oval,900,15min,Summer of 1964&#44 red-orange saucer-ovals sighted from Missoula&#44 to Darby&#44 Montana.,9/29/2004,46.2469444,-114.1594444
7/14/2012 01:00,browning,mt,us,fireball,5,5 seconds,First lightening&#44then a flamming fire ball comes down with a tail of orange and yellow colors.,8/5/2012,48.5569444,-113.0125000
7/15/1991 22:00,sidney,mt,us,triangle,4,3-4 seconds,Triangle or V of lights traveling fast and low with no sound at all.,9/4/2003,47.7166667,-104.1558333
7/15/2002 20:01,missoula,mt,us,fireball,60,1 minute,Unexplained objects photographed over Mount Sentinel in Montana.,7/26/2002,46.8722222,-113.9930556
7/15/2003 05:00,hungry horse,mt,us,light,1200,10-20 minutes,Saw something wierd&#44 got it on video.,7/23/2003,48.3858333,-114.0600000
7/15/2006 23:30,whitefish,mt,us,chevron,2700,45 minutes,5 rotating chevron craft seen above Whitefish on a summer night.,12/12/2009,48.4111111,-114.3366667
7/15/2012 15:00,florence,mt,us,triangle,60,1 minutes,I&#39m an artist&#44 critical of the visual; height&#44 color&#44 etc,11/4/2012,46.6316667,-114.0780556
7/16/2009 23:30,kalispell,mt,us,circle,300,5 minutes,Large&#44 bright light with no sound moved slowly over the Flathead Valley&#44 MT towards the southeast&#44 dimmed and vanished .,8/5/2009,48.1958333,-114.3119444
7/16/2011 00:00,three forks,mt,us,fireball,180,3 minutes,Orange hovering crafts,7/17/2011,45.8925000,-111.5513889
7/17/2010 03:30,columbia falls,mt,us,light,600,10 minutes,3 lights in the sky,7/19/2010,48.3725000,-114.1805556
7/17/2013 23:00,saint ignatius,mt,us,fireball,30,30 sec,Fireballs in the Sky over St. Ignatius MT,7/22/2013,47.3200000,-114.0930556
7/18/1970 23:00,custer,mt,us,light,1200,20 minutes,It had been stationary in the sky for about two hours when it  just &quot;took off&quot; and then went back the way it had originated from before,1/17/2004,46.1291667,-107.5544444
7/18/2009 22:30,whitefish,mt,us,,600,10 minutes,bright white light traveling west to east over flathead valley towards glacier without sound.  ((NUFORC Note:  ISS??  PD)),8/5/2009,48.4111111,-114.3366667
7/20/2009 04:00,bozeman,mt,us,light,60,less than 1 minute.,Big light seen moving toward me from high up suddenly reverses itself as it notices that I am looking at it.,8/5/2009,45.6797222,-111.0377778
7/21/2002 22:52,deer lodge,mt,us,cigar,900,15 minutes,UFO spotted near City in Montana,7/26/2002,46.3958333,-112.7291667
7/2/2011 18:00,st. mary,mt,us,oval,15,15 seconds,Seven oval shapes at very high altitude in clear blue sky. Circling around one another&#44 as if a flock of birds but no wings.  White bot,7/17/2011,48.7438889,-113.4286111
7/22/2003 24:00,kalispell,mt,us,unknown,900,15 minutes,object moved in odd directions and amazing manuvering ablitites and speeds,7/5/2005,48.1958333,-114.3119444
7/22/2007 20:00,great falls,mt,us,teardrop,600,10 m,black triangular object in southeast sky hovering at a lower altitude and proceeding to hover at much higher altitude for 10 minutes.,8/7/2007,47.5002778,-111.3000000
7/23/2002 22:15,deer lodge,mt,us,disk,20,20 seconds,UFO above mountain,8/16/2002,46.3958333,-112.7291667
7/23/2010 12:30,polson,mt,us,cigar,10,10 seconds,Unusual looking metallic craft over the National Bison Range in Montana.,8/21/2011,47.6936111,-114.1622222
7/23/2012 04:00,east helena,mt,us,triangle,1200,15-20 min,Sighting of an arrowhead shaped craft about 100 feet over our heads with military escort.,11/4/2012,46.5897222,-111.9147222
7/23/2012 04:15,ronan,mt,us,sphere,5400,1.5 hours,Three orbs flashing red and green over the Mission Mountains.  ((NUFORC Note:  Sighting of planets in the eastern sky?  PD)),8/5/2012,47.5288889,-114.1005556
7/24/2011 00:02,billings,mt,us,fireball,120,2 minutes,Orange Red Fireball/Craft over Billings Montana. 2nd sighting this month.,8/7/2011,45.7833333,-108.5000000
7/25/2009 01:00,de borgia,mt,us,light,3600,1 hour +,Flashing green and red light in the sky is bouncing around.   ((NUFORC Note:  Probable sighting of &quot;twinkling&quot; star?  PD)),8/5/2009,47.3758333,-115.3450000
7/26/2013 23:20,lolo,mt,us,flash,300,3-5 minutes,I was outside shutting off the sprinklers and as I was walking back inside I saw a flash of bright blue light. It almost apeared as lig,8/30/2013,46.7588889,-114.0800000
7/28/2003 22:32,bozeman,mt,us,oval,240,3-4 min.,bright oval light seen.,8/1/2003,45.6797222,-111.0377778
7/28/2008 23:00,busby,mt,us,light,120,maybe 2 minutes if that,bobbing light object unknown,8/12/2008,45.5372222,-106.9550000
7/31/2002 00:05,hungry horse,mt,us,light,30,30 seconds,I observed a point of white light&#44 resembling a star&#44 seeming to be high altitude&#44 moving west at a moderate speed for about 30 seconds,8/16/2002,48.3858333,-114.0600000
7/3/2011 22:20,butte,mt,us,sphere,180,2 to 3 min,Sphere/fireball seen during fireworks,7/17/2011,46.0038889,-112.5338889
7/3/2011 23:30,butte,mt,us,fireball,300,5 min,3 orange balls of light flew over butte 5 minutes apart,7/6/2011,46.0038889,-112.5338889
7/3/2012 23:10,belt,mt,us,unknown,25,approx 25 seconds,Orange object appeared in night sky over Belt MT,7/4/2012,47.3861111,-110.9247222
7/4/2005 23:00,roscoe,mt,us,,120,two hours,Glowing orbs in various places and then a sweeping light across the mountain unlike anything I&#39ve ever seen.,10/31/2008,45.3497222,-109.4958333
7/4/2007 18:30,kalispell,mt,us,unknown,10,10 seconds,Obviously non-natural object flying in straight track disappears.,8/7/2007,48.1958333,-114.3119444
7/4/2010 21:45,great falls,mt,us,unknown,120,2 minutes,Craft with large yellow/reddish color light observed over Great Falls MT on July 4th&#44 2010,7/10/2010,47.5002778,-111.3000000
7/4/2011 22:15,billings,mt,us,light,3600,1 hour,6 sightings of red-orange crafts over Billings Montana July 4th 2011 10pm to 11pm,8/7/2011,45.7833333,-108.5000000
7/4/2011 22:45,wolf point,mt,us,fireball,180,3 mins,Orange red ball of light or orb.,7/6/2011,48.0905556,-105.6400000
7/4/2011 23:15,wolf point,mt,us,disk,600,10 mins,Orange red ball of light that flashes orange and red,7/6/2011,48.0905556,-105.6400000
7/4/2012 22:30,bozeman,mt,us,other,900,15 minutes,Red orb traveling straight up the side of the Bridger Mountains.,7/22/2013,45.6797222,-111.0377778
7/4/2013 22:40,belgrade,mt,us,fireball,300,3-5 minutes,Red fire balls in sky,7/5/2013,45.7761111,-111.1761111
7/4/2013 23:00,glendive,mt,us,circle,60,1 minute,4 SUPER FAST ORANGE POLS SATING LIGHTS OVER GLENDIVE MT,8/30/2013,47.1052778,-104.7119444
7/4/2013 23:00,whitefish,mt,us,fireball,3600,1 hour,Flaming orange orb moving at high rates of speed&#44 often becoming very bright.,7/14/2013,48.4111111,-114.3366667
7/5/2005 20:00,belgrade,mt,us,oval,30,20-30 sec.,DISAPPEARING  CRAFT ALONG THE BRIDGER RANGE,7/13/2005,45.7761111,-111.1761111
7/6/2013 22:30,kalispell,mt,us,light,240,3-4 minutes,Stationary amber dots of light that looked like planets that got brighter and moved slightly to the S SW then faded away with no sound,7/14/2013,48.1958333,-114.3119444
7/7/2001 22:15,missoula,mt,us,rectangle,1500,25 minutes,Flashing mulitcolored lights on hilltop dip behind hill and reappear as rectangular  strobing craft.,8/5/2001,46.8722222,-113.9930556
7/8/2012 00:00,kalispell,mt,us,diamond,300,5 minutes,Diamond shaped UFO seen over Lone Pine State Park.,8/5/2012,48.1958333,-114.3119444
7/8/2013 01:00,libby,mt,us,changing,7200,2 hours,Looking S&#44 like a light bar With blue&#44 red&#44 green&#44 purple and white lights that dance.  ((NUFORC Note:  Star??  PD)),8/30/2013,48.3883333,-115.5550000
7/9/2010 15:38,wolf creek,mt,us,disk,10800,3 hrs,Then saw a light in the sky focused on it and it appeared to be some kind of ship.  ((NUFORC Note:  Venus??  PD)),7/19/2010,47.0061111,-112.0683333
7/9/2011 22:30,butte,mt,us,other,600,10 min,The Richest Hill on Earth gets scanned,1/12/2012,46.0038889,-112.5338889
8/10/1966 03:30,ovando,mt,us,oval,1200,20 minutes,UFO Sighting in 1966 &#8211; Blackfoot Valley&#44 Ovando&#44 Montana,5/15/2013,47.0202778,-113.1322222
8/10/2006 22:00,eureka,mt,us,light,120,two minutes,Lights in a fixed position and altitude for at least one minute and  then departure was slow in a southwest direction,10/30/2006,48.8800000,-115.0525000
8/10/2009 23:56,troy,mt,us,unknown,360,4 -6 minutes,Strange flying craft seen in the night sky over Troy&#44 Montana,8/27/2009,48.4633333,-115.8886111
8/10/2011 19:34,billings,mt,us,oval,1,1 sec,Canon A3100IS Captures an Unknown Black Blur During Thunderstorm.  ((NUFORC Note:  We suspect a bird&#44 caught in flight.  PD)),8/21/2011,45.7833333,-108.5000000
8/10/2012 22:48,thompson falls,mt,us,light,300,5 minutes,Fast-moving pair of lights in Thompson Falls&#44 Montana,8/19/2012,47.5972222,-115.3433333
8/10/2012 22:48,thompson falls,mt,us,light,300,5 minutes,Last night&#44  my father and mother claimed to have seen an object flying in the sky that had two lights on it and made absolutely no noi,8/19/2012,47.5972222,-115.3433333
8/10/2013 22:00,butte,mt,us,light,60,~1 minute each,Red light hovering in the North moving back and forth three nights in a row,8/30/2013,46.0038889,-112.5338889
8/11/2013 21:50,bozeman,mt,us,light,60,60 seconds,2 lights&#44 passing by each other&#44 then 1 changed direction.,8/30/2013,45.6797222,-111.0377778
8/1/1992 12:00,belgrade,mt,us,triangle,120,few minutes,Unidentified flying bright orange triangle 20 miles north of Belgrade&#44 Montana in late summer of 1992,5/24/2005,45.7761111,-111.1761111
8/1/2008 23:45,billings,mt,us,cross,900,15 mins,A cross-shaped craft seen over Billings&#44 MT.,8/12/2008,45.7833333,-108.5000000
8/12/1965 21:00,dillon,mt,us,oval,180,3 minutes,Oval object examining power lines,1/31/2011,45.2163889,-112.6366667
8/12/2004 02:00,bozeman,mt,us,light,60,almost a minute,A point of light similar to a satellite flew at high speed and made several turns of 90  degrees or less.,12/3/2004,45.6797222,-111.0377778
8/12/2004 23:00,great falls,mt,us,light,20,15-20 seconds,while watching the meteor shower we saw an object cross the sky&#44 stop&#44 and emit a bright light before continuing on in an erratic patte,8/24/2004,47.5002778,-111.3000000
8/12/2004 23:57,boulder,mt,us,light,45,30-45 sec,The intensity and smoothness with which it moved and the fact that it stood perfectly still for so long&#44 unwavering.,8/24/2004,46.2366667,-112.1200000
8/12/2009 23:30,missoula,mt,us,light,300,less than five minutes.,Two blinking objects flying slowly across sky.,8/27/2009,46.8722222,-113.9930556
8/12/2011 21:55,whitefish,mt,us,fireball,300,5+- minutes,4 orange red fireballs hovered in front of Big Mountain and 3 hovered in a triangle formation over the mountain,8/21/2011,48.4111111,-114.3366667
8/12/2012 23:49,great falls,mt,us,triangle,12,12 seconds,Kite shaped moderately fast moving and silent,8/19/2012,47.5002778,-111.3000000
8/14/1984 00:00,eureka,mt,us,circle,900,15 minutes,Extra star in the Dig Dipper flew over the mountains North.,7/23/2000,48.8800000,-115.0525000
8/14/2001 22:00,helena,mt,us,disk,2100,app35 minutes,in august 2001 my entire family saw two formations of saucer-like objects form &amp; unform over about 30-40 minutes,8/16/2002,46.5927778,-112.0352778
8/14/2009 04:42,red lodge,mt,us,circle,1200,20 min,Bright white light - went on and off - drew circles,8/27/2009,45.1858333,-109.2461111
8/14/2011 00:00,billings,mt,us,light,240,2-4minutes,Dogs woke me up close to midnight needing to be let out for a nature call. I went out on back deck facing east and sat to relax. I look,10/10/2011,45.7833333,-108.5000000
8/14/2011 01:00,hays,mt,us,oval,1500,25 mins.,Hello&#44 my UFO sighting occurred around 1:00AM at 8/14/11&#44 and lasted for about 25 mins. Well&#44 I was just about to fall asleep on the co,8/21/2011,47.9891667,-108.6936111
8/15/1997 01:00,bigfork,mt,us,sphere,10800,3 hours,Bright Orange in color like hot metal&#44 deffinatly metal of some kind it made no sound and sat just above the trees at least as big as a,8/16/2002,48.0633333,-114.0716667
8/15/2005 22:00,wolf point,mt,us,other,180,3 minutes,Large boomerang object flies close to ground.,2/28/2013,48.0905556,-105.6400000
8/15/2010 20:45,conrad,mt,us,sphere,1200,20 minutes,UFO seen over Conrad &#44 Montana 8-15-2010.  ((NUFORC Note:  We believe that the photo is of a high-altitude contrail.  PD)),8/24/2010,48.1702778,-111.9452778
8/15/2012 23:30,missoula,mt,us,chevron,1800,30 minutes,Double Chevron.  Red&#44 green&#44 white and orange lights&#44 hovering and moving right and left.  ((NUFORC Note:  Star??  PD)),8/19/2012,46.8722222,-113.9930556
8/16/2004 21:00,billings (southeast of),mt,us,light,300,5 minutes,It was a reoccuring visual object then followed by an occurrence of thunderous noise in the same area.,9/9/2004,45.7833333,-108.5000000
8/16/2010 22:16,helena,mt,us,fireball,180,3 minutes,Fiery orange-red ball slowly poassed over the valley.,8/21/2011,46.5927778,-112.0352778
8/16/2012 23:00,cut bank,mt,us,sphere,20,20 seconds,Bright orbs&#44 triangular lights&#44 strange planes on patrol near a airforcebase in northern montana,8/19/2012,48.6330556,-112.3252778
8/18/2000 20:00,zortman,mt,us,other,7200,2 hours,Object able to change its direction at anytime without having to slow down.  Very erratic behavior,9/17/2000,47.9177778,-108.5255556
8/18/2010 00:15,white sulphur springs,mt,us,egg,1800,30 minutes,very bright egg&#44 eye shaped object seen over Castle Mountains,8/24/2010,46.5483333,-110.9013889
8/18/2013 03:15,paradise,mt,us,circle,180,3 minutes,A large white object with sparks coming off it lit up the night sky before breaking into pieces.,8/30/2013,47.3894444,-114.8011111
8/19/1999 20:00,great falls,mt,us,oval,300,5 min,on august 19th. @ 20:00 hrs. we witnessed an unidientified craft.  It came to a complete stop for 10 seconds&#44 then proceded to climb st,8/30/1999,47.5002778,-111.3000000
8/19/2011 02:19,kalispell,mt,us,other,2700,45 minutes,Beam of infrared light terminating in a circle above the ground.,10/10/2011,48.1958333,-114.3119444
8/20/2002 23:10,noxon,mt,us,unknown,2700,45 minutes,Large craft spotted in Northwest Montana,8/28/2002,47.9961111,-115.7805556
8/20/2009 22:00,florence,mt,us,light,600,10 mins,Dual lights traveling together in irregular pattern,8/27/2009,46.6316667,-114.0780556
8/21/2000 21:45,whitefish,mt,us,fireball,2,2 sec +,green &amp;/or yellow,8/25/2000,48.4111111,-114.3366667
8/22/2009 04:30,warm springs,mt,us,light,3600,1hr+,Bright flickering Light,8/27/2009,46.1813889,-112.7838889
8/22/2011 08:45,livingston,mt,us,light,240,4 minutes,2-3 very bright lights above Livingston in broad daylight,10/10/2011,45.6625000,-110.5602778
8/22/2011 22:00,whitefish,mt,us,triangle,300,4-5 minutes,Series of red/orange objects seen over Whitefish&#44 MT,10/10/2011,48.4111111,-114.3366667
8/23/1997 20:00,billings,mt,us,cigar,8,8 seconds,Cigar-shaped object flies from horizon to horizon over Billings&#44 Montana.,2/14/2006,45.7833333,-108.5000000
8/25/1995 20:00,helena,mt,us,,120,2 min.,Woman &amp; children at fam. reunion see unlighted&#44 round obj. &quot;colored like pearl&quot; pass overhead against wind.  See 3 more sec. later.,11/2/1999,46.5927778,-112.0352778
8/25/2011 01:00,winnett,mt,us,flash,4,4 seconds,It was like a helicopter spotlight but soundless then winked out and then turned into an orange light and unnaturally sped to the right,10/10/2011,47.0027778,-108.3513889
8/26/1999 21:20,great falls,mt,us,light,30,30 seconds,Four lights moving at a 45-50 degree horizon,9/12/1999,47.5002778,-111.3000000
8/28/2013 21:30,billings,mt,us,fireball,60,60 seconds,Bright&#44 glowing object at 5000 ft AGL.,10/14/2013,45.7833333,-108.5000000
8/31/2009 19:45,missoula,mt,us,other,60,1 minute,Silent&#44 erratic&#44 ultra-fast tour over Missoula area of 3-5 copper-colored craft.,12/12/2009,46.8722222,-113.9930556
8/3/1997 23:30,sand springs (15-20mi. e/se of),mt,us,other,300,5 minutes,The object flew almost like a butterfly&#44 very high up (30-40K+)&#44 blinking blue and red in four distinct spots as it flew from side to s,8/5/2001,47.1008333,-107.4850000
8/3/2000 19:20,libby,mt,us,disk,120,few minutes,We were watching the white oval object moving east in the clear blue sky&#44 then it just disappeared&#33,8/25/2000,48.3883333,-115.5550000
